694.008057		0.0249543112
683.362		0.0221861151
622.020752	0.0199707484
569.598022	0.0181576401
517.64917	0.0166463481
483.543304	0.0153673009
444.879089	0.0142707838
411.24176	0.0133203263
387.9505	0.0124885673
360.363892	0.0117545781
338.978729	0.011102077
321.701935	0.0105182072
303.229401	0.0099926818
285.962463	0.0095171714
272.91394	0.0090848606
259.709839	0.008690118
246.837418	0.0083282506
241.581665	0.0079953156
229.739151	0.0076879766
220.405472	0.0074033911
213.918808	0.0071391226
206.017838	0.0068930702
197.072037	0.0066634133
188.480133	0.006448566
183.648972	0.0062471405
173.439301	0.0060579172
168.930878	0.0058798199
164.415863	0.0057118953
159.784821	0.0055532961
155.557556	0.0054032664
148.91713	0.00526113
142.85585	0.0051262799
141.227722	0.0049981698
137.578461	0.0048763067
132.985153	0.0047602447
128.541962	0.004649579
124.143089	0.0045439419
119.612282	0.0044429983
119.571228	0.0043464421
115.105141	0.0042539934
112.11821	0.0041653956
110.544235	0.0040804129
106.415085	0.0039988286
103.576828	0.0039204427
101.505157	0.0038450708
97.34301	0.0037725423
97.012688	0.0037026994
92.582024	0.0036353955
92.369164	0.0035704947
87.760735	0.0035078705
91.323524	0.0034474053
87.55265	0.0033889892
83.223106	0.0033325198
